amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,organisation,start-date,units,slug
0,affordable-housing,IFS699,IFS699/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2020-03-24,17,/developer-agreement-contribution/local-authority-eng/ERY/IFS699-affordable-housing-on-site
1.083E+4,education,IFS698,IFS698/education,,2020-12-31,local-authority-eng:ERY,2020-03-18,,/developer-agreement-contribution/local-authority-eng/ERY/IFS698-education
36388,open-space-and-leisure,IFS698,IFS698/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2020-03-18,,/developer-agreement-contribution/local-authority-eng/ERY/IFS698-open-space-and-leisure-off-site
0,affordable-housing,IFS698,IFS698/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2020-03-18,2,/developer-agreement-contribution/local-authority-eng/ERY/IFS698-affordable-housing-on-site
3439,open-space-and-leisure,IFS691,IFS691/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2020-02-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS691-open-space-and-leisure-off-site
5.78E+3,affordable-housing,IFS691,IFS691/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2020-02-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS691-affordable-housing-off-site
0,affordable-housing,IFS694,IFS694/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2020-02-24,80,/developer-agreement-contribution/local-authority-eng/ERY/IFS694-affordable-housing-on-site
66771,open-space-and-leisure,IFS693,IFS693/open-space-and-leisure_off-site,,2020-12-31,local-authority-eng:ERY,2020-02-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS693-open-space-and-leisure-off-site
0,affordable-housing,IFS693,IFS693/affordable-housing_on-site,,2020-12-31,local-authority-eng:ERY,2020-02-20,2,/developer-agreement-contribution/local-authority-eng/ERY/IFS693-affordable-housing-on-site
1.948E+4,affordable-housing,IFS693,IFS693/affordable-housing_off-site,,2020-12-31,local-authority-eng:ERY,2020-02-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS693-affordable-housing-off-site
